% Parsed stats from NBA -- not for redistribution
% Author: Jonathan Hudgins
% Draft data retrieved Jan 24, 2014 from
%   http://www.nba.com/draft$i/profiles/byName.html
%   http://www.nba.com/draft$i/profiles/$j
% where $i is year (ex: 2005); $j is player (from byName.html)
%
% Active player data retrieved Jan 24, 2014 from
%   http://stats.nba.com/leaguePlayerGeneral.html?ls=iref%3Anba%3Agnav\&pageNo=$i\&rowsPerPage=100\&Season=20$j
% where $i is 1, 2, 3, 4, 5; $j is 12-13 11-12 10-11 09-10 08-09
%
% Data scrubbed by draftScrub.py and scrubAllDraft.py and some by regex in vim.
% 
% Attributes normalized to range of [-1, 1]:
%
%     points-per-game original range [1.61111111111, 34.92]
%     rebounds-per-game original range [0.268292682927, 13.2727272727]
%     assists-per-game original range [0.0, 10.5]
%     blocks-per-game original range [0.0, 5.5]
%     steals-per-game original range [0.0, 3.91304347826]
%     field-goals-pct original range [0.0, 0.705882352941]
%     3ptrs-pct original range [0.0, 1.0]
%     free-throws-attempted-per-game original range [0.0, 10.0]
%     free-throws-pct original range [0.0, 0.973684210526]
%     games-started-per-game original range [0.0, 1.0]
%
% 3 categories: frequent (played in more than 60 games), infrequent (60 games or less), inactive (not on roster)
% features -- all

@relation nba_draft_success

@attribute points-per-game numeric
@attribute rebounds-per-game numeric
@attribute assists-per-game numeric
@attribute blocks-per-game numeric
@attribute steals-per-game numeric
@attribute field-goals-pct numeric
@attribute 3ptrs-pct numeric
@attribute free-throws-attempted-per-game numeric
@attribute free-throws-pct numeric
@attribute league { international, highschool, college,  }
@attribute games-started-per-game numeric
@attribute classification { frequent, infrequent, inactive,  }

@data
'-0.0199479618387','-0.482477976698','-0.593650793651','-0.939393939394','-0.71037037037','0.328345802161','-0.271676300578','-0.133333333333','0.564241164241','college','0.466666666667',inactive
'-0.477950497031','-0.216756654353','-0.761904761905','-0.848484848485','-0.758641975309','0.36496350365','-0.2','-0.366666666667','0.783783783784','college','1.0',inactive
'0.194209086664','-0.00315430520034','-0.184523809524','-0.852272727273','-0.0895833333333','0.542904290429','0.449541284404','0.53125','0.668394925538','college','1.0',frequent
'-0.659917272667','-0.606794543905','-0.228571428571','-0.854545454545','0.00944444444444','0.20202020202','-0.363636363636','-0.435','0.599617316431','college','1.0',inactive
'-0.118600952526','-0.297098699227','-0.594470046083','-0.695014662757','-0.686738351254','0.48855721393','-0.133333333333','-0.109677419355','0.503329416373','college','1.0',inactive
'-0.727643409088','-0.394423549471','-0.652661064426','-0.754010695187','-0.503921568627','0.497619047619','-0.434782608696','-0.570588235294','0.350610884857','college','-0.294117647059',inactive
'-0.152408736103','0.519977266269','-0.630591630592','-0.371900826446','-0.318518518519','0.630020080321','-0.666666666667','0.254545454545','0.34952343648','college','1.0',inactive
'1.0','0.0537493606138','-0.00190476190476','-0.621818181818','0.983111111111','0.237263464338','-0.796226415094','0.768','0.72875137581','college','-1.0',inactive
'-0.484622056175','-0.169764137539','-0.883597883598','-0.161616161616','-0.744444444444','0.513994910941','1.0','-0.266666666667','0.338247338247','college','0.666666666667',frequent
'-0.0482764283552','0.595260891425','-0.6336996337','-0.477855477855','-0.646153846154','0.584154351396','-0.292682926829','0.323076923077','0.576367064739','college','0.948717948718',infrequent
